src,dst,relation,weight
context::indian_bias::18::hi::gender,group::hi::कैरी,stereotype_of,1.0
context::indian_bias::18::hi::gender,group::hi::अलेक्जेंडर,anti_stereotype_of,1.0
context::indian_bias::18::bn::gender,group::bn::ক্যারি,stereotype_of,1.0
context::indian_bias::18::bn::gender,group::bn::আলেকজান্ডার,anti_stereotype_of,1.0
context::indian_bias::20::en::gender,group::en::he,stereotype_of,1.0
context::indian_bias::20::en::gender,group::en::she,anti_stereotype_of,1.0
context::indian_bias::20::hi::gender,group::hi::उसे,stereotype_of,1.0
context::indian_bias::20::hi::gender,group::hi::उसे,anti_stereotype_of,1.0
context::indian_bias::20::bn::gender,group::bn::সে (পুরুষ),stereotype_of,1.0
context::indian_bias::20::bn::gender,group::bn::সে (মহিলা),anti_stereotype_of,1.0
context::indian_bias::21::en::gender,group::en::men,stereotype_of,1.0
context::indian_bias::21::en::gender,group::en::women,anti_stereotype_of,1.0
context::indian_bias::21::hi::gender,group::hi::पुरुष,stereotype_of,1.0
context::indian_bias::21::hi::gender,group::hi::महिलाएं,anti_stereotype_of,1.0
context::indian_bias::21::bn::gender,group::bn::পুরুষ,stereotype_of,1.0
context::indian_bias::21::bn::gender,group::bn::মহিলা,anti_stereotype_of,1.0
context::indian_bias::22::en::gender,group::en::men,stereotype_of,1.0
context::indian_bias::22::en::gender,group::en::women,anti_stereotype_of,1.0
context::indian_bias::22::hi::gender,group::hi::पुरुष,stereotype_of,1.0
context::indian_bias::22::hi::gender,group::hi::महिलाएं,anti_stereotype_of,1.0
context::indian_bias::22::bn::gender,group::bn::পুরুষ,stereotype_of,1.0
context::indian_bias::22::bn::gender,group::bn::মহিলা,anti_stereotype_of,1.0
context::indian_bias::23::en::gender,group::en::men,stereotype_of,1.0
context::indian_bias::23::en::gender,group::en::women,anti_stereotype_of,1.0
context::indian_bias::23::hi::gender,group::hi::पुरुष,stereotype_of,1.0
context::indian_bias::23::hi::gender,group::hi::महिलाएं,anti_stereotype_of,1.0
context::indian_bias::23::bn::gender,group::bn::পুরুষ,stereotype_of,1.0
context::indian_bias::23::bn::gender,group::bn::মহিলা,anti_stereotype_of,1.0
context::indian_bias::26::en::gender,group::en::tom,stereotype_of,1.0
context::indian_bias::26::en::gender,group::en::megan,anti_stereotype_of,1.0
context::indian_bias::26::hi::gender,group::hi::टॉम,stereotype_of,1.0
context::indian_bias::26::hi::gender,group::hi::मेगन,anti_stereotype_of,1.0
context::indian_bias::26::bn::gender,group::bn::টম,stereotype_of,1.0
context::indian_bias::26::bn::gender,group::bn::মেগান,anti_stereotype_of,1.0
context::indian_bias::28::en::gender,group::en::women,stereotype_of,1.0
context::indian_bias::28::en::gender,group::en::men,anti_stereotype_of,1.0
context::indian_bias::28::hi::gender,group::hi::औरतें,stereotype_of,1.0
context::indian_bias::28::hi::gender,group::hi::मर्द,anti_stereotype_of,1.0
context::indian_bias::28::bn::gender,group::bn::মহিলা,stereotype_of,1.0
context::indian_bias::28::bn::gender,group::bn::পুরুষ,anti_stereotype_of,1.0
context::indian_bias::29::en::gender,group::en::his,stereotype_of,1.0
context::indian_bias::29::en::gender,group::en::her,anti_stereotype_of,1.0
context::indian_bias::29::hi::gender,group::hi::उसकी,stereotype_of,1.0
context::indian_bias::29::hi::gender,group::hi::उसकी,anti_stereotype_of,1.0
context::indian_bias::29::bn::gender,group::bn::তার,stereotype_of,1.0
context::indian_bias::29::bn::gender,group::bn::তার,anti_stereotype_of,1.0
context::indian_bias::32::en::gender,group::en::women,stereotype_of,1.0
context::indian_bias::32::en::gender,group::en::men,anti_stereotype_of,1.0
context::indian_bias::32::hi::gender,group::hi::महिलाएँ,stereotype_of,1.0
context::indian_bias::32::hi::gender,group::hi::पुरुष,anti_stereotype_of,1.0
context::indian_bias::32::bn::gender,group::bn::মহিলা,stereotype_of,1.0
context::indian_bias::32::bn::gender,group::bn::পুরুষ,anti_stereotype_of,1.0
context::indian_bias::33::en::gender,group::en::his,stereotype_of,1.0
context::indian_bias::33::en::gender,group::en::her,anti_stereotype_of,1.0
context::indian_bias::33::hi::gender,group::hi::उसकी,stereotype_of,1.0
context::indian_bias::33::hi::gender,group::hi::उसकी,anti_stereotype_of,1.0
context::indian_bias::33::bn::gender,group::bn::তার,stereotype_of,1.0
context::indian_bias::33::bn::gender,group::bn::তার,anti_stereotype_of,1.0
context::indian_bias::34::en::gender,group::en::he,stereotype_of,1.0
context::indian_bias::34::en::gender,group::en::she,anti_stereotype_of,1.0
context::indian_bias::34::hi::gender,group::hi::वह (पुरुष),stereotype_of,1.0
context::indian_bias::34::hi::gender,group::hi::वह (महिला),anti_stereotype_of,1.0
context::indian_bias::34::bn::gender,group::bn::সে (পুরুষ),stereotype_of,1.0
context::indian_bias::34::bn::gender,group::bn::সে (মহিলা),anti_stereotype_of,1.0
context::indian_bias::35::en::gender,group::en::blacks,stereotype_of,1.0
context::indian_bias::35::en::gender,group::en::whites,anti_stereotype_of,1.0
context::indian_bias::35::hi::gender,group::hi::अश्वेतों,stereotype_of,1.0
context::indian_bias::35::hi::gender,group::hi::श्वेतों,anti_stereotype_of,1.0
context::indian_bias::35::bn::gender,group::bn::কৃষ্ণাঙ্গরা,stereotype_of,1.0
context::indian_bias::35::bn::gender,group::bn::শ্বেতাঙ্গরা,anti_stereotype_of,1.0
context::indian_bias::37::en::gender,group::en::tom,stereotype_of,1.0
context::indian_bias::37::en::gender,group::en::jane,anti_stereotype_of,1.0
context::indian_bias::37::hi::gender,group::hi::टॉम,stereotype_of,1.0
context::indian_bias::37::hi::gender,group::hi::जेन,anti_stereotype_of,1.0
context::indian_bias::37::bn::gender,group::bn::টম,stereotype_of,1.0
context::indian_bias::37::bn::gender,group::bn::জেন,anti_stereotype_of,1.0
context::indian_bias::38::en::gender,group::en::women,stereotype_of,1.0
context::indian_bias::38::en::gender,group::en::men,anti_stereotype_of,1.0
context::indian_bias::38::hi::gender,group::hi::महिलाओं,stereotype_of,1.0
context::indian_bias::38::hi::gender,group::hi::पुरुषों,anti_stereotype_of,1.0
context::indian_bias::38::bn::gender,group::bn::মহিলা,stereotype_of,1.0
context::indian_bias::38::bn::gender,group::bn::পুরুষ,anti_stereotype_of,1.0
context::indian_bias::41::en::gender,group::en::guys,stereotype_of,1.0
context::indian_bias::41::en::gender,group::en::women,anti_stereotype_of,1.0
context::indian_bias::41::hi::gender,group::hi::लड़के,stereotype_of,1.0
context::indian_bias::41::hi::gender,group::hi::महिलाएँ,anti_stereotype_of,1.0
context::indian_bias::41::bn::gender,group::bn::ছেলেরা,stereotype_of,1.0
context::indian_bias::41::bn::gender,group::bn::মহিলারা,anti_stereotype_of,1.0
context::indian_bias::42::en::gender,group::en::female,stereotype_of,1.0
context::indian_bias::42::en::gender,group::en::male,anti_stereotype_of,1.0
context::indian_bias::42::hi::gender,group::hi::महिला,stereotype_of,1.0
context::indian_bias::42::hi::gender,group::hi::पुरुष,anti_stereotype_of,1.0
context::indian_bias::42::bn::gender,group::bn::মহিলা,stereotype_of,1.0
context::indian_bias::42::bn::gender,group::bn::পুরুষ,anti_stereotype_of,1.0
context::indian_bias::43::en::gender,group::en::he,stereotype_of,1.0
context::indian_bias::43::en::gender,group::en::she,anti_stereotype_of,1.0
context::indian_bias::43::hi::gender,group::hi::वह (पुरुष),stereotype_of,1.0
context::indian_bias::43::hi::gender,group::hi::वह (महिला),anti_stereotype_of,1.0
context::indian_bias::43::bn::gender,group::bn::সে (পুরুষ),stereotype_of,1.0
context::indian_bias::43::bn::gender,group::bn::সে (মহিলা),anti_stereotype_of,1.0
context::indian_bias::44::en::gender,group::en::men,stereotype_of,1.0
context::indian_bias::44::en::gender,group::en::women,anti_stereotype_of,1.0
context::indian_bias::44::hi::gender,group::hi::पुरुष,stereotype_of,1.0
context::indian_bias::44::hi::gender,group::hi::महिलाएँ,anti_stereotype_of,1.0
context::indian_bias::44::bn::gender,group::bn::পুরুষ,stereotype_of,1.0
context::indian_bias::44::bn::gender,group::bn::মহিলা,anti_stereotype_of,1.0
context::indian_bias::50::en::gender,group::en::he,stereotype_of,1.0
context::indian_bias::50::en::gender,group::en::she,anti_stereotype_of,1.0
context::indian_bias::50::hi::gender,group::hi::वह (पुरुष),stereotype_of,1.0
context::indian_bias::50::hi::gender,group::hi::वह (महिला),anti_stereotype_of,1.0
context::indian_bias::50::bn::gender,group::bn::সে (পুরুষ),stereotype_of,1.0
context::indian_bias::50::bn::gender,group::bn::সে (মহিলা),anti_stereotype_of,1.0
context::indian_bias::52::en::gender,group::en::tom,stereotype_of,1.0
context::indian_bias::52::en::gender,group::en::susan,anti_stereotype_of,1.0
context::indian_bias::52::hi::gender,group::hi::टॉम,stereotype_of,1.0
context::indian_bias::52::hi::gender,group::hi::सुसान,anti_stereotype_of,1.0
context::indian_bias::52::bn::gender,group::bn::টম,stereotype_of,1.0
context::indian_bias::52::bn::gender,group::bn::সুজান,anti_stereotype_of,1.0
context::indian_bias::53::en::gender,group::en::man,stereotype_of,1.0
context::indian_bias::53::en::gender,group::en::woman,anti_stereotype_of,1.0
context::indian_bias::53::hi::gender,group::hi::आदमी,stereotype_of,1.0
context::indian_bias::53::hi::gender,group::hi::औरत,anti_stereotype_of,1.0
context::indian_bias::53::bn::gender,group::bn::পুরুষ,stereotype_of,1.0
context::indian_bias::53::bn::gender,group::bn::মহিলা,anti_stereotype_of,1.0
context::indian_bias::54::en::gender,group::en::she,stereotype_of,1.0
context::indian_bias::54::en::gender,group::en::he,anti_stereotype_of,1.0
context::indian_bias::54::hi::gender,group::hi::वह (महिला),stereotype_of,1.0
context::indian_bias::54::hi::gender,group::hi::वह (पुरुष),anti_stereotype_of,1.0
context::indian_bias::54::bn::gender,group::bn::সে (মহিলা),stereotype_of,1.0
context::indian_bias::54::bn::gender,group::bn::সে (পুরুষ),anti_stereotype_of,1.0
context::indian_bias::57::en::gender,group::en::sarah,stereotype_of,1.0
context::indian_bias::57::en::gender,group::en::bob,anti_stereotype_of,1.0
context::indian_bias::57::hi::gender,group::hi::सारा,stereotype_of,1.0
context::indian_bias::57::hi::gender,group::hi::बॉब,anti_stereotype_of,1.0
context::indian_bias::57::bn::gender,group::bn::সারা,stereotype_of,1.0
context::indian_bias::57::bn::gender,group::bn::বব,anti_stereotype_of,1.0
context::indian_bias::58::en::gender,group::en::women,stereotype_of,1.0
context::indian_bias::58::en::gender,group::en::men,anti_stereotype_of,1.0
context::indian_bias::58::hi::gender,group::hi::महिलाएं,stereotype_of,1.0
context::indian_bias::58::hi::gender,group::hi::पुरुष,anti_stereotype_of,1.0
context::indian_bias::58::bn::gender,group::bn::মেয়েগুলি,stereotype_of,1.0
context::indian_bias::58::bn::gender,group::bn::পুরুষ,anti_stereotype_of,1.0
context::indian_bias::59::en::gender,group::en::camille,stereotype_of,1.0
context::indian_bias::59::en::gender,group::en::stewart,anti_stereotype_of,1.0
context::indian_bias::59::hi::gender,group::hi::कैमिल,stereotype_of,1.0
context::indian_bias::59::hi::gender,group::hi::स्टीवर्ट,anti_stereotype_of,1.0
context::indian_bias::59::bn::gender,group::bn::ক্যামিল,stereotype_of,1.0
context::indian_bias::59::bn::gender,group::bn::স্টুয়ার্ট,anti_stereotype_of,1.0
context::indian_bias::60::en::gender,group::en::woman,stereotype_of,1.0
context::indian_bias::60::en::gender,group::en::man,anti_stereotype_of,1.0
context::indian_bias::60::hi::gender,group::hi::महिला,stereotype_of,1.0
context::indian_bias::60::hi::gender,group::hi::पुरुष,anti_stereotype_of,1.0
context::indian_bias::60::bn::gender,group::bn::মহিলা,stereotype_of,1.0
context::indian_bias::60::bn::gender,group::bn::পুরুষ,anti_stereotype_of,1.0
context::indian_bias::61::en::gender,group::en::woman,stereotype_of,1.0
context::indian_bias::61::en::gender,group::en::man,anti_stereotype_of,1.0
context::indian_bias::61::hi::gender,group::hi::औरत,stereotype_of,1.0
context::indian_bias::61::hi::gender,group::hi::आदमी,anti_stereotype_of,1.0
context::indian_bias::61::bn::gender,group::bn::মহিলা,stereotype_of,1.0
context::indian_bias::61::bn::gender,group::bn::পুরুষ,anti_stereotype_of,1.0
context::indian_bias::63::en::gender,group::en::male,stereotype_of,1.0
context::indian_bias::63::en::gender,group::en::female,anti_stereotype_of,1.0
context::indian_bias::63::hi::gender,group::hi::पुरुष,stereotype_of,1.0
context::indian_bias::63::hi::gender,group::hi::महिला,anti_stereotype_of,1.0
context::indian_bias::63::bn::gender,group::bn::পুরুষ,stereotype_of,1.0
context::indian_bias::63::bn::gender,group::bn::মহিলা,anti_stereotype_of,1.0
context::indian_bias::64::en::gender,group::en::women,stereotype_of,1.0
context::indian_bias::64::en::gender,group::en::men,anti_stereotype_of,1.0
context::indian_bias::64::hi::gender,group::hi::महिलाएं,stereotype_of,1.0
context::indian_bias::64::hi::gender,group::hi::पुरुष,anti_stereotype_of,1.0
context::indian_bias::64::bn::gender,group::bn::মহিলা,stereotype_of,1.0
context::indian_bias::64::bn::gender,group::bn::পুরুষ,anti_stereotype_of,1.0
context::indian_bias::65::en::gender,group::en::women,stereotype_of,1.0
context::indian_bias::65::en::gender,group::en::men,anti_stereotype_of,1.0
context::indian_bias::65::hi::gender,group::hi::महिलाएं,stereotype_of,1.0
context::indian_bias::65::hi::gender,group::hi::पुरुष,anti_stereotype_of,1.0
context::indian_bias::65::bn::gender,group::bn::মেয়েরা,stereotype_of,1.0
context::indian_bias::65::bn::gender,group::bn::পুরুষ,anti_stereotype_of,1.0
context::indian_bias::66::en::gender,group::en::george,stereotype_of,1.0
context::indian_bias::66::en::gender,group::en::katherine,anti_stereotype_of,1.0
context::indian_bias::66::hi::gender,group::hi::जॉर्ज,stereotype_of,1.0
context::indian_bias::66::hi::gender,group::hi::कैथरीन,anti_stereotype_of,1.0
context::indian_bias::66::bn::gender,group::bn::জর্জ,stereotype_of,1.0
context::indian_bias::66::bn::gender,group::bn::ক্যাথরিন,anti_stereotype_of,1.0
context::indian_bias::68::en::gender,group::en::jeff,stereotype_of,1.0
context::indian_bias::68::en::gender,group::en::shannon,anti_stereotype_of,1.0
context::indian_bias::68::hi::gender,group::hi::जेफ,stereotype_of,1.0
context::indian_bias::68::hi::gender,group::hi::शेनन,anti_stereotype_of,1.0
context::indian_bias::68::bn::gender,group::bn::জেফ,stereotype_of,1.0
context::indian_bias::68::bn::gender,group::bn::শ্যানন,anti_stereotype_of,1.0
context::indian_bias::69::en::gender,group::en::jim,stereotype_of,1.0
context::indian_bias::69::en::gender,group::en::jane,anti_stereotype_of,1.0
context::indian_bias::69::hi::gender,group::hi::जिम,stereotype_of,1.0
context::indian_bias::69::hi::gender,group::hi::जेन,anti_stereotype_of,1.0
context::indian_bias::69::bn::gender,group::bn::জিম,stereotype_of,1.0
context::indian_bias::69::bn::gender,group::bn::জেন,anti_stereotype_of,1.0
context::indian_bias::70::en::gender,group::en::women,stereotype_of,1.0
context::indian_bias::70::en::gender,group::en::men,anti_stereotype_of,1.0
context::indian_bias::70::hi::gender,group::hi::महिलाएं,stereotype_of,1.0
context::indian_bias::70::hi::gender,group::hi::पुरुष,anti_stereotype_of,1.0
context::indian_bias::70::bn::gender,group::bn::মহিলা,stereotype_of,1.0
context::indian_bias::70::bn::gender,group::bn::পুরুষ,anti_stereotype_of,1.0
context::indian_bias::71::en::gender,group::en::she,stereotype_of,1.0
context::indian_bias::71::en::gender,group::en::he,anti_stereotype_of,1.0
context::indian_bias::71::hi::gender,group::hi::वह (महिला),stereotype_of,1.0
context::indian_bias::71::hi::gender,group::hi::वह (पुरुष),anti_stereotype_of,1.0
context::indian_bias::71::bn::gender,group::bn::সে (মহিলা),stereotype_of,1.0
context::indian_bias::71::bn::gender,group::bn::সে (পুরুষ),anti_stereotype_of,1.0
context::indian_bias::72::en::gender,group::en::woman,stereotype_of,1.0
context::indian_bias::72::en::gender,group::en::man,anti_stereotype_of,1.0
context::indian_bias::72::hi::gender,group::hi::महिला,stereotype_of,1.0
context::indian_bias::72::hi::gender,group::hi::पुरुष,anti_stereotype_of,1.0
context::indian_bias::72::bn::gender,group::bn::মহিলা,stereotype_of,1.0
context::indian_bias::72::bn::gender,group::bn::পুরুষ,anti_stereotype_of,1.0
context::indian_bias::74::en::gender,group::en::female,stereotype_of,1.0
context::indian_bias::74::en::gender,group::en::male,anti_stereotype_of,1.0
context::indian_bias::74::hi::gender,group::hi::महिला,stereotype_of,1.0
context::indian_bias::74::hi::gender,group::hi::पुरुष,anti_stereotype_of,1.0
context::indian_bias::74::bn::gender,group::bn::মহিলা,stereotype_of,1.0
context::indian_bias::74::bn::gender,group::bn::পুরুষ,anti_stereotype_of,1.0
context::indian_bias::75::en::gender,group::en::women,stereotype_of,1.0
context::indian_bias::75::en::gender,group::en::men,anti_stereotype_of,1.0
context::indian_bias::75::hi::gender,group::hi::महिलाएं,stereotype_of,1.0
context::indian_bias::75::hi::gender,group::hi::पुरुष,anti_stereotype_of,1.0
context::indian_bias::75::bn::gender,group::bn::মহিলা,stereotype_of,1.0
context::indian_bias::75::bn::gender,group::bn::পুরুষ,anti_stereotype_of,1.0
context::indian_bias::76::en::gender,group::en::uncle,stereotype_of,1.0
context::indian_bias::76::en::gender,group::en::aunt,anti_stereotype_of,1.0
context::indian_bias::76::hi::gender,group::hi::अंकल,stereotype_of,1.0
context::indian_bias::76::hi::gender,group::hi::आंटी,anti_stereotype_of,1.0
context::indian_bias::76::bn::gender,group::bn::চাচা,stereotype_of,1.0
context::indian_bias::76::bn::gender,group::bn::মাসি,anti_stereotype_of,1.0
context::indian_bias::77::en::gender,group::en::woman,stereotype_of,1.0
context::indian_bias::77::en::gender,group::en::man,anti_stereotype_of,1.0
context::indian_bias::77::hi::gender,group::hi::महिला,stereotype_of,1.0
context::indian_bias::77::hi::gender,group::hi::पुरुष,anti_stereotype_of,1.0
context::indian_bias::77::bn::gender,group::bn::মহিলা,stereotype_of,1.0
context::indian_bias::77::bn::gender,group::bn::পুরুষ,anti_stereotype_of,1.0
context::indian_bias::78::en::gender,group::en::women,stereotype_of,1.0
context::indian_bias::78::en::gender,group::en::men,anti_stereotype_of,1.0
context::indian_bias::78::hi::gender,group::hi::महिलाएं,stereotype_of,1.0
context::indian_bias::78::hi::gender,group::hi::पुरुष,anti_stereotype_of,1.0
context::indian_bias::78::bn::gender,group::bn::মহিলা,stereotype_of,1.0
context::indian_bias::78::bn::gender,group::bn::পুরুষ,anti_stereotype_of,1.0
context::indian_bias::79::en::gender,group::en::women,stereotype_of,1.0
context::indian_bias::79::en::gender,group::en::men,anti_stereotype_of,1.0
context::indian_bias::79::hi::gender,group::hi::महिलाएं,stereotype_of,1.0
context::indian_bias::79::hi::gender,group::hi::पुरुष,anti_stereotype_of,1.0
context::indian_bias::79::bn::gender,group::bn::মহিলা,stereotype_of,1.0
context::indian_bias::79::bn::gender,group::bn::পুরুষ,anti_stereotype_of,1.0
context::indian_bias::80::en::gender,group::en::trunks,stereotype_of,1.0
context::indian_bias::80::en::gender,group::en::bikini,anti_stereotype_of,1.0
context::indian_bias::80::hi::gender,group::hi::ट्रंक्स,stereotype_of,1.0
context::indian_bias::80::hi::gender,group::hi::बिकनी,anti_stereotype_of,1.0
context::indian_bias::80::bn::gender,group::bn::ট্রাঙ্কস,stereotype_of,1.0
context::indian_bias::80::bn::gender,group::bn::বিকিনি,anti_stereotype_of,1.0
context::indian_bias::81::en::gender,group::en::women,stereotype_of,1.0
context::indian_bias::81::en::gender,group::en::men,anti_stereotype_of,1.0
context::indian_bias::81::hi::gender,group::hi::महिलाओं,stereotype_of,1.0
context::indian_bias::81::hi::gender,group::hi::पुरुषों,anti_stereotype_of,1.0
context::indian_bias::81::bn::gender,group::bn::মহিলা,stereotype_of,1.0
context::indian_bias::81::bn::gender,group::bn::পুরুষ,anti_stereotype_of,1.0
context::indian_bias::82::en::gender,group::en::she,stereotype_of,1.0
context::indian_bias::82::en::gender,group::en::he,anti_stereotype_of,1.0
context::indian_bias::82::hi::gender,group::hi::वह (महिला),stereotype_of,1.0
context::indian_bias::82::hi::gender,group::hi::वह (पुरुष),anti_stereotype_of,1.0
context::indian_bias::82::bn::gender,group::bn::সে (মহিলা),stereotype_of,1.0
context::indian_bias::82::bn::gender,group::bn::সে (পুরুষ),anti_stereotype_of,1.0
context::indian_bias::84::en::gender,group::en::man,stereotype_of,1.0
context::indian_bias::84::en::gender,group::en::woman,anti_stereotype_of,1.0
context::indian_bias::84::hi::gender,group::hi::आदमी,stereotype_of,1.0
context::indian_bias::84::hi::gender,group::hi::औरत,anti_stereotype_of,1.0
context::indian_bias::84::bn::gender,group::bn::পুরুষ,stereotype_of,1.0
context::indian_bias::84::bn::gender,group::bn::মহিলা,anti_stereotype_of,1.0
context::indian_bias::86::en::gender,group::en::woman,stereotype_of,1.0
context::indian_bias::86::en::gender,group::en::man,anti_stereotype_of,1.0
context::indian_bias::86::hi::gender,group::hi::महिला,stereotype_of,1.0
context::indian_bias::86::hi::gender,group::hi::पुरुष,anti_stereotype_of,1.0
context::indian_bias::86::bn::gender,group::bn::মহিলা,stereotype_of,1.0
context::indian_bias::86::bn::gender,group::bn::পুরুষ,anti_stereotype_of,1.0
context::indian_bias::87::en::gender,group::en::female,stereotype_of,1.0
context::indian_bias::87::en::gender,group::en::male,anti_stereotype_of,1.0
context::indian_bias::87::hi::gender,group::hi::महिला,stereotype_of,1.0
context::indian_bias::87::hi::gender,group::hi::पुरुष,anti_stereotype_of,1.0
context::indian_bias::87::bn::gender,group::bn::মহিলা,stereotype_of,1.0
context::indian_bias::87::bn::gender,group::bn::পুরুষ,anti_stereotype_of,1.0
context::indian_bias::88::en::gender,group::en::his,stereotype_of,1.0
context::indian_bias::88::en::gender,group::en::her,anti_stereotype_of,1.0
context::indian_bias::88::hi::gender,group::hi::अपने,stereotype_of,1.0
context::indian_bias::88::hi::gender,group::hi::अपनी,anti_stereotype_of,1.0
context::indian_bias::88::bn::gender,group::bn::তার,stereotype_of,1.0
context::indian_bias::88::bn::gender,group::bn::তার,anti_stereotype_of,1.0
context::indian_bias::90::en::gender,group::en::he,stereotype_of,1.0
context::indian_bias::90::en::gender,group::en::she,anti_stereotype_of,1.0
context::indian_bias::90::hi::gender,group::hi::वह (पुरुष),stereotype_of,1.0
context::indian_bias::90::hi::gender,group::hi::वह (महिला),anti_stereotype_of,1.0
context::indian_bias::90::bn::gender,group::bn::সে (পুরুষ),stereotype_of,1.0
context::indian_bias::90::bn::gender,group::bn::সে (মহিলা),anti_stereotype_of,1.0
context::indian_bias::91::en::gender,group::en::men,stereotype_of,1.0
context::indian_bias::91::en::gender,group::en::women,anti_stereotype_of,1.0
context::indian_bias::91::hi::gender,group::hi::पुरुष,stereotype_of,1.0
context::indian_bias::91::hi::gender,group::hi::महिलाएँ,anti_stereotype_of,1.0
context::indian_bias::91::bn::gender,group::bn::পুরুষ,stereotype_of,1.0
context::indian_bias::91::bn::gender,group::bn::মহিলা,anti_stereotype_of,1.0
context::indian_bias::93::en::gender,group::en::she,stereotype_of,1.0
context::indian_bias::93::en::gender,group::en::he,anti_stereotype_of,1.0
context::indian_bias::93::hi::gender,group::hi::वह (महिला),stereotype_of,1.0
context::indian_bias::93::hi::gender,group::hi::वह (पुरुष),anti_stereotype_of,1.0
context::indian_bias::93::bn::gender,group::bn::সে (মহিলা),stereotype_of,1.0
context::indian_bias::93::bn::gender,group::bn::সে (পুরুষ),anti_stereotype_of,1.0
context::indian_bias::94::en::gender,group::en::women,stereotype_of,1.0
context::indian_bias::94::en::gender,group::en::men,anti_stereotype_of,1.0
context::indian_bias::94::hi::gender,group::hi::महिलाएं,stereotype_of,1.0
context::indian_bias::94::hi::gender,group::hi::पुरुष,anti_stereotype_of,1.0
context::indian_bias::94::bn::gender,group::bn::মহিলা,stereotype_of,1.0
context::indian_bias::94::bn::gender,group::bn::পুরুষ,anti_stereotype_of,1.0
context::indian_bias::95::en::gender,group::en::women,stereotype_of,1.0
context::indian_bias::95::en::gender,group::en::men,anti_stereotype_of,1.0
context::indian_bias::95::hi::gender,group::hi::महिलाएँ,stereotype_of,1.0
context::indian_bias::95::hi::gender,group::hi::पुरुष,anti_stereotype_of,1.0
context::indian_bias::95::bn::gender,group::bn::মহিলা,stereotype_of,1.0
context::indian_bias::95::bn::gender,group::bn::পুরুষ,anti_stereotype_of,1.0
context::indian_bias::97::en::gender,group::en::women,stereotype_of,1.0
context::indian_bias::97::en::gender,group::en::men,anti_stereotype_of,1.0
context::indian_bias::97::hi::gender,group::hi::महिलाएँ,stereotype_of,1.0
context::indian_bias::97::hi::gender,group::hi::पुरुष,anti_stereotype_of,1.0
context::indian_bias::97::bn::gender,group::bn::মহিলা,stereotype_of,1.0
context::indian_bias::97::bn::gender,group::bn::পুরুষ,anti_stereotype_of,1.0
context::indian_bias::98::en::gender,group::en::women,stereotype_of,1.0
context::indian_bias::98::en::gender,group::en::men,anti_stereotype_of,1.0
context::indian_bias::98::hi::gender,group::hi::महिलाएँ,stereotype_of,1.0
context::indian_bias::98::hi::gender,group::hi::पुरुष,anti_stereotype_of,1.0
context::indian_bias::98::bn::gender,group::bn::মহিলা,stereotype_of,1.0
context::indian_bias::98::bn::gender,group::bn::পুরুষ,anti_stereotype_of,1.0
context::indian_bias::99::en::gender,group::en::girls,stereotype_of,1.0
context::indian_bias::99::en::gender,group::en::boys,anti_stereotype_of,1.0
context::indian_bias::99::hi::gender,group::hi::लड़कियों,stereotype_of,1.0
context::indian_bias::99::hi::gender,group::hi::लड़कों,anti_stereotype_of,1.0
context::indian_bias::99::bn::gender,group::bn::মেয়েরা,stereotype_of,1.0
context::indian_bias::99::bn::gender,group::bn::ছেলেরা,anti_stereotype_of,1.0
context::indian_bias::101::en::gender,group::en::girls,stereotype_of,1.0
context::indian_bias::101::en::gender,group::en::boys,anti_stereotype_of,1.0
context::indian_bias::101::hi::gender,group::hi::लड़कियाँ,stereotype_of,1.0
context::indian_bias::101::hi::gender,group::hi::लड़के,anti_stereotype_of,1.0
context::indian_bias::101::bn::gender,group::bn::মেয়েরা,stereotype_of,1.0
context::indian_bias::101::bn::gender,group::bn::ছেলেরা,anti_stereotype_of,1.0
context::indian_bias::103::en::gender,group::en::ryan,stereotype_of,1.0
context::indian_bias::103::en::gender,group::en::jennifer,anti_stereotype_of,1.0
context::indian_bias::103::hi::gender,group::hi::रायन,stereotype_of,1.0
context::indian_bias::103::hi::gender,group::hi::जेनिफर,anti_stereotype_of,1.0
context::indian_bias::103::bn::gender,group::bn::রায়ান,stereotype_of,1.0
context::indian_bias::103::bn::gender,group::bn::জেনিফার,anti_stereotype_of,1.0
context::indian_bias::104::en::gender,group::en::female,stereotype_of,1.0
context::indian_bias::104::en::gender,group::en::male,anti_stereotype_of,1.0
context::indian_bias::104::hi::gender,group::hi::महिला,stereotype_of,1.0
context::indian_bias::104::hi::gender,group::hi::पुरुष,anti_stereotype_of,1.0
context::indian_bias::104::bn::gender,group::bn::মহিলা,stereotype_of,1.0
context::indian_bias::104::bn::gender,group::bn::পুরুষ,anti_stereotype_of,1.0
context::indian_bias::105::en::gender,group::en::women,stereotype_of,1.0
context::indian_bias::105::en::gender,group::en::men,anti_stereotype_of,1.0
context::indian_bias::105::hi::gender,group::hi::महिलाएँ,stereotype_of,1.0
context::indian_bias::105::hi::gender,group::hi::पुरुष,anti_stereotype_of,1.0
context::indian_bias::105::bn::gender,group::bn::মেয়েরা,stereotype_of,1.0
context::indian_bias::105::bn::gender,group::bn::পুরুষ,anti_stereotype_of,1.0
context::indian_bias::107::en::gender,group::en::women,stereotype_of,1.0
context::indian_bias::107::en::gender,group::en::men,anti_stereotype_of,1.0
context::indian_bias::107::hi::gender,group::hi::महिलाएँ,stereotype_of,1.0
